fireplaces,garage_spaces,category_code,market_value,bathrooms,bedrooms,stories,sale_date,sale_price,total_area,total_livable_area,latitude,longitude
0.0,0.0,1.0,223000.0,1.0,2.0,2.0,2018-03-14,251500.0,600.0,1008.0,39.929817422463714,-75.1571091800469
0.0,0.0,1.0,253700.0,1.0,3.0,2.0,2019-01-02,210000.0,1191.0,1280.0,39.9151435492834,-75.1776700341162
0.0,0.0,1.0,171200.0,1.0,2.0,2.0,2019-05-31,179500.0,663.4300000000002,788.0,39.9289334576164,-75.15755362613659
0.0,0.0,1.0,135900.0,1.0,2.0,2.0,2018-02-14,65000.0,700.0,1040.0,39.9199505468611,-75.1592408027094
0.0,0.0,1.0,130800.0,1.0,2.0,2.0,2018-07-23,145000.0,700.0,944.0,39.9196822837809,-75.15929984980441
0.0,0.0,1.0,137800.0,1.0,2.0,2.0,2018-02-01,55000.0,700.0,1040.0,39.918465654573396,-75.1595702003966
0.0,0.0,1.0,132500.0,1.0,2.0,2.0,2017-07-07,1800000.0,700.0,944.0,39.9184279001214,-75.15957809713801
0.0,0.0,1.0,136200.0,1.0,2.0,2.0,2018-02-01,55000.0,672.0,1040.0,39.9183493162319,-75.15988177647671
0.0,0.0,1.0,127800.0,1.0,2.0,2.0,2017-11-30,80000.0,672.0,1116.0,39.918311812427504,-75.1598891228705
0.0,0.0,1.0,124300.0,1.0,2.0,2.0,2018-10-11,110000.0,624.12,944.0,39.917588044324496,-75.1600642569484
0.0,0.0,1.0,126600.0,1.0,2.0,2.0,2019-06-26,131300.0,700.0,944.0,39.91728287874921,-75.15980453003542
0.0,0.0,1.0,136400.0,1.0,3.0,2.0,2017-06-20,85000.0,644.0,1064.0,39.9163526082818,-75.16001244981109
0.0,0.0,1.0,128200.0,1.0,2.0,2.0,2017-08-29,129900.0,611.24,1036.0,39.91593496094779,-75.1604109302971
0.0,0.0,1.0,136800.0,1.0,3.0,2.0,2018-01-02,155000.0,611.24,1084.0,39.9158577835312,-75.16042729362921
0.0,0.0,1.0,133100.0,1.0,3.0,2.0,2017-04-12,155000.0,611.24,1140.0,39.91581972339071,-75.1604364181473
0.0,0.0,1.0,52000.0,1.0,3.0,2.0,2018-04-17,74000.0,690.0,1080.0,39.915753493365294,-75.16014419070599
0.0,1.0,1.0,191100.0,1.0,3.0,2.0,2019-06-17,319900.0,1058.62,960.0,39.9142251968681,-75.1605551906317
0.0,0.0,1.0,430000.0,2.0,3.0,3.0,2018-06-28,438000.0,672.0,1683.0,39.9315368170626,-75.17428805299359
0.0,0.0,1.0,139300.0,1.0,3.0,2.0,2019-04-30,151000.0,739.5,1060.0,39.926721495087705,-75.17507009976191
0.0,0.0,1.0,120000.0,1.0,2.0,2.0,2019-05-20,120000.0,630.0,728.0,39.926126756174796,-75.1751879185154
0.0,0.0,1.0,119700.0,1.0,2.0,2.0,2019-05-28,145000.0,691.5,664.0,39.9257406522114,-75.1755522594561
0.0,0.0,1.0,176800.0,1.0,3.0,2.0,2017-10-30,125000.0,679.0,1006.0,39.9216934484036,-75.1761470554877
0.0,0.0,1.0,146200.0,1.0,3.0,2.0,2018-06-28,165000.0,700.0,980.0,39.934350235997705,-75.17338257908591
0.0,0.0,1.0,390100.0,3.0,3.0,3.0,2017-11-28,385000.0,700.0,1454.0,39.9343104896502,-75.1733907233851
0.0,0.0,1.0,146800.0,1.0,3.0,2.0,2018-05-14,150000.0,700.0,1008.0,39.9343310133344,-75.17367830236
0.0,0.0,1.0,154400.0,1.0,2.0,2.0,2017-06-30,150000.0,720.0,933.0,39.9334432746885,-75.1738688394267
0.0,0.0,1.0,268700.0,2.0,2.0,2.0,2017-10-01,112500.0,672.0,968.0,39.9330623087278,-75.17395442447841
0.0,0.0,1.0,133300.0,1.0,2.0,2.0,2017-11-29,132500.0,672.0,728.0,39.933023872280295,-75.1736782635604
0.0,0.0,1.0,313000.0,2.0,3.0,2.0,2017-03-16,120000.0,672.0,1526.0,39.9329494610299,-75.1739800450316
0.0,0.0,1.0,144600.0,1.0,2.0,2.0,2018-05-01,147000.0,672.0,928.0,39.9328717489305,-75.1737131260449
0.0,0.0,1.0,134500.0,1.0,3.0,2.0,2018-07-13,150000.0,672.0,774.0,39.9327568502269,-75.1740221130533
0.0,0.0,1.0,296700.0,1.0,2.0,2.0,2017-08-25,310000.0,644.0,1004.0,39.932717283988296,-75.1740249597753
0.0,0.0,1.0,244800.0,2.0,2.0,2.0,2017-11-28,250000.0,700.0,1008.0,39.9321338975064,-75.1738770287677
0.0,0.0,1.0,121500.0,1.0,3.0,2.0,2018-10-18,55000.0,672.0,784.0,39.9320755812548,-75.1741732219477
0.0,0.0,1.0,101700.0,1.0,3.0,2.0,2019-03-08,50000.0,840.0,1118.0,39.93786802079849,-75.1823168271943
0.0,0.0,1.0,101700.0,1.0,3.0,0.0,2018-09-06,205000.0,784.0,1024.0,39.9376340788202,-75.1823644437653
0.0,0.0,1.0,305600.0,1.0,3.0,2.0,2017-02-06,265000.0,840.0,1362.0,39.9370300795736,-75.18250340732371
0.0,0.0,1.0,333500.0,2.0,3.0,2.0,2018-08-17,299500.0,840.0,1350.0,39.9369895679003,-75.18251135779309
0.0,0.0,1.0,118700.0,1.0,3.0,0.0,2018-06-27,240000.0,825.0,1186.0,39.9367433396383,-75.1828714410858
0.0,0.0,1.0,118700.0,1.0,3.0,2.0,2019-02-06,130000.0,840.0,1186.0,39.9365009066826,-75.1826125557082
0.0,0.0,1.0,118700.0,1.0,3.0,2.0,2019-01-07,120000.0,840.0,1186.0,39.93646032500679,-75.1826218067303
0.0,0.0,1.0,86600.0,1.0,3.0,2.0,2018-03-24,115000.0,700.0,973.0,39.928486765686,-75.1846559735136
0.0,0.0,1.0,193600.0,2.0,2.0,2.0,2018-02-20,60000.0,756.0,896.0,39.928412044433706,-75.1843768924594
0.0,0.0,1.0,39200.0,1.0,3.0,2.0,2018-11-08,67000.0,756.0,896.0,39.9283737228861,-75.1843848365423
0.0,0.0,1.0,87200.0,1.0,3.0,2.0,2017-05-15,135000.0,756.0,896.0,39.928335382148106,-75.1843930505132
0.0,0.0,1.0,38500.0,1.0,3.0,2.0,2019-01-14,68000.0,700.0,896.0,39.928333414932,-75.1846893374082
0.0,0.0,1.0,87200.0,1.0,3.0,2.0,2018-08-27,61500.0,756.0,896.0,39.9281447650559,-75.1844327907009
0.0,0.0,1.0,85600.0,1.0,3.0,2.0,2017-12-29,147950.0,700.0,896.0,39.9279502598862,-75.1847697965418
0.0,0.0,1.0,87200.0,1.0,3.0,2.0,2017-02-24,73000.0,750.0,896.0,39.927833412386704,-75.1847949722863
0.0,0.0,1.0,101400.0,1.0,3.0,2.0,2017-04-18,72001.0,800.0,1360.0,39.9272240607037,-75.1849179389868
0.0,0.0,1.0,101400.0,1.0,3.0,2.0,2017-02-16,90000.0,800.0,1360.0,39.927052240833895,-75.1849553643978
0.0,0.0,1.0,89300.0,1.0,3.0,2.0,2018-08-20,112500.0,800.0,1024.0,39.92700361857421,-75.1846426808617
0.0,0.0,1.0,99400.0,1.0,3.0,2.0,2017-04-14,120000.0,708.0,1120.0,39.9246826981516,-75.1854940869313
0.0,0.0,1.0,99400.0,1.0,3.0,2.0,2017-09-27,65000.0,708.0,1120.0,39.924489853025,-75.1855368280504
0.0,0.0,1.0,44700.0,1.0,3.0,2.0,2017-08-09,35000.0,708.0,1120.0,39.9241786805463,-75.1852797029645
0.0,0.0,1.0,99300.0,1.0,3.0,2.0,2019-03-21,78000.0,700.0,1120.0,39.9240676064187,-75.1856322782333
0.0,0.0,1.0,109300.0,1.0,2.0,0.0,2019-02-18,60000.0,922.8,694.0,39.92338208020061,-75.18545675594959
0.0,0.0,1.0,93900.0,1.0,3.0,2.0,2017-01-26,85000.0,686.76,936.0,39.9233060045755,-75.1857914466582
0.0,0.0,1.0,239700.0,1.0,4.0,3.0,2018-06-04,465000.0,1733.0,2908.0,39.9324163064588,-75.1683474736145
